rank,channel_type,platform,name,url,topic,audience,subscribers_or_followers,avg_views,recent_activity,fit_score,priority,review_status,review_notes,source_provider,source_providers,source_keyword,source_url,discovery_query,confidence,contact_email,contact_page,sponsor_page,media_kit_url,score_reason,recommended_collaboration,missing_fields,notes
11,YouTube Creator,YouTube,Nick Saraev,https://www.youtube.com/channel/UCbo-KbSjJDG6JWQ_MTZ_rNA,Scrape Unlimited Leads WITHOUT Paying for APIs (99% FREE); AI Agents Full Course 2026: Master Agentic AI (2 Hours); N8N FULL COURSE 6 HOURS (Build & Sell AI Automations + Agents),Developer / AI / SEO audience inferred from video topics,Unknown,334.4K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"Google SERP API, Google Maps SERP API, AI agent tutorial, n8n automation tutorial, web scraping API",https://www.youtube.com/channel/UCbo-KbSjJDG6JWQ_MTZ_rNA,"Google SERP API, Google Maps SERP API, AI agent tutorial, n8n automation tutorial, web scraping API",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
12,YouTube Creator,YouTube,Fireship,https://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA,Google's secret algorithm exposed via leak to GitHub…; Am I going to jail for web scraping?; n8n will change your life as a developer...,Developer / AI / SEO audience inferred from video topics,Unknown,1.2M,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"Google Search API, Python web scraping, Google Search API tutorial, n8n automation tutorial, web scraping API, AI tools for developers",https://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA,"Google Search API, Python web scraping, Google Search API tutorial, n8n automation tutorial, web scraping API, AI tools for developers",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
13,YouTube Creator,YouTube,Microsoft Developer,https://www.youtube.com/channel/UCsMica-v34Irf9KVTh6xx-g,Bing Entity Search API; Easy Site Search Solutions with Bing Custom Search API : Build 2018; Full Course (Lessons 1-10) AI Agents for Beginners,Developer / AI / SEO audience inferred from video topics,Unknown,113.9K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"Bing Search API, Bing SERP API, AI agent tutorial",https://www.youtube.com/channel/UCsMica-v34Irf9KVTh6xx-g,"Bing Search API, Bing SERP API, AI agent tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
14,YouTube Creator,YouTube,Coder Coder,https://www.youtube.com/channel/UCzNf0liwUzMN6_pixbQlMhQ,Use the Google Maps API to build a custom map with markers,Developer / AI / SEO audience inferred from video topics,Unknown,316.6K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,Google Maps API,https://www.youtube.com/channel/UCzNf0liwUzMN6_pixbQlMhQ,Google Maps API,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
15,YouTube Creator,YouTube,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,APIs for Beginners - How to use an API (Full Course / Tutorial); Learn RAG From Scratch – Python AI Tutorial from a LangChain Engineer; Guide to Agentic AI – Build a Python Coding Agent with Gemini,Developer / AI / SEO audience inferred from video topics,Unknown,1.4M,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"Google Videos API, RAG 数据增强 guide, AI agent tutorial, LangChain tutorial, RAG tutorial, Python web scraping, Google Search API tutorial, n8n automation tutorial",https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,"Google Videos API, RAG 数据增强 guide, AI agent tutorial, LangChain tutorial, RAG tutorial, Python web scraping, Google Search API tutorial, n8n automation tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
16,YouTube Creator,YouTube,ParseHub,https://www.youtube.com/channel/UCRfbcJQu9HZvc7uks2wmGzw,Web Scraping and APIs: What's The Difference?; How to scrape a Search engine results page (SERP) with no coding skills | Web scraping Bing; What is Web Scraping and What is it Used For? | Definition and Examples EXPLAINED,Developer / AI / SEO audience inferred from video topics,Unknown,113.7K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"网页抓取 API, Bing SERP API, web scraping API",https://www.youtube.com/channel/UCRfbcJQu9HZvc7uks2wmGzw,"网页抓取 API, Bing SERP API, web scraping API",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
17,YouTube Creator,YouTube,DataForSEO - Powerful SEO API Stack,https://www.youtube.com/channel/UCc4sFUwwo8Ya1FOhqS3JkZQ,"DataForSEO Explained | SEO data, APIs, and no-code integrations for automation; SEO data API Provider; Google Live SERP API",Developer / AI / SEO audience inferred from video topics,Unknown,192.7K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"SEO 数据 API, Google Videos SERP API",https://www.youtube.com/channel/UCc4sFUwwo8Ya1FOhqS3JkZQ,"SEO 数据 API, Google Videos SERP API",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
18,YouTube Creator,YouTube,學長Ethan,https://www.youtube.com/channel/UCPfLLrRQ_o3MGZxuznPE-rA,10分鐘快速上手Google AI Studio和Gemini，真正實現讓AI工作流幫助你處理業務，輕鬆關聯YouTube/Gmail/Google Sheets/Google Doc等谷歌應用; Google AI最強炸裂更新｜17個實戰隱藏技巧，完全免費打造一人公司AI員工，Google Gemini，AI Studio，Notebooklm，Opal，Whisk，Flow，一次性教會你,Developer / AI / SEO audience inferred from video topics,Unknown,209.5K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI 搜索数据 tutorial, AI 搜索数据 guide, AI / LLM 搜索数据工作流支持, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",https://www.youtube.com/channel/UCPfLLrRQ_o3MGZxuznPE-rA,"AI 搜索数据 tutorial, AI 搜索数据 guide, AI / LLM 搜索数据工作流支持, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
19,YouTube Creator,YouTube,AI大模型产品经理老蓝,https://www.youtube.com/channel/UC_jX7YX7qLlUu_D5OMEyibA,AI的最终形态——Agent，15分钟带你从搭建到应用落地#agent #人工智能 #ai学習 #llm #智能体 #ai,Developer / AI / SEO audience inferred from video topics,Unknown,216.2K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI 搜索数据 tutorial, LLM 数据工作流, LLM 数据工作流 tutorial, LLM 数据工作流 guide, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",https://www.youtube.com/channel/UC_jX7YX7qLlUu_D5OMEyibA,"AI 搜索数据 tutorial, LLM 数据工作流, LLM 数据工作流 tutorial, LLM 数据工作流 guide, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
20,YouTube Creator,YouTube,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,"The Only AI Tools You Need (12-Minute Guide); AI Agents, Clearly Explained; The AI Agent Tutorial That Should've Been Your First (no code)",Developer / AI / SEO audience inferred from video topics,Unknown,2.4M,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI 搜索数据 guide, AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,"AI 搜索数据 guide, AI agent tutorial, build AI agent with search",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
21,YouTube Creator,YouTube,IBM Technology,https://www.youtube.com/channel/UCKWaEZ-_VweaEx1j62do_vQ,What is MCP? Integrate AI Agents with Databases & APIs; What is Retrieval-Augmented Generation (RAG)?; What AI Agent Skills Are and How They Work,Developer / AI / SEO audience inferred from video topics,Unknown,711.1K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI 搜索数据 guide, RAG 数据增强 guide, AI agent tutorial, LangChain tutorial, RAG tutorial, AI tools for developers",https://www.youtube.com/channel/UCKWaEZ-_VweaEx1j62do_vQ,"AI 搜索数据 guide, RAG 数据增强 guide, AI agent tutorial, LangChain tutorial, RAG tutorial, AI tools for developers",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
22,YouTube Creator,YouTube,Gary Chen,https://www.youtube.com/channel/UC9C3t-3ocL0LiwGRD0gBJ8A,一部影片看完 Stanford AI 系統課程，從 LLM 到 Agentic Workflow,Developer / AI / SEO audience inferred from video topics,Unknown,130.6K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"LLM 数据工作流, LLM 数据工作流 tutorial, AI / LLM 搜索数据工作流支持, AI / LLM 搜索数据工作流支持 tutorial",https://www.youtube.com/channel/UC9C3t-3ocL0LiwGRD0gBJ8A,"LLM 数据工作流, LLM 数据工作流 tutorial, AI / LLM 搜索数据工作流支持, AI / LLM 搜索数据工作流支持 tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
23,YouTube Creator,YouTube,Kelly Tsai,https://www.youtube.com/channel/UCfbMslS3NmcGO4WIikSoYSA,AI Agent是什麼？一口氣了解AI技術演進！LLM、Workflow、Agent到底差在哪？,Developer / AI / SEO audience inferred from video topics,Unknown,283.5K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,LLM 数据工作流 tutorial,https://www.youtube.com/channel/UCfbMslS3NmcGO4WIikSoYSA,LLM 数据工作流 tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
24,YouTube Creator,YouTube,李厂长来了,https://www.youtube.com/channel/UC0v9b0Z00wWED_vGy-Q6ibg,Claude Cowork: 零基礎也能搭建你的AI自動化團隊 | 附5個真實案例演示,Developer / AI / SEO audience inferred from video topics,Unknown,109K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"LLM 数据工作流 tutorial, LLM 数据工作流 guide, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",https://www.youtube.com/channel/UC0v9b0Z00wWED_vGy-Q6ibg,"LLM 数据工作流 tutorial, LLM 数据工作流 guide, AI / LLM 搜索数据工作流支持 tutorial, AI / LLM 搜索数据工作流支持 guide",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
25,YouTube Creator,YouTube,KodeKloud,https://www.youtube.com/channel/UCSWj8mqQCcrcBlXPi4ThRDQ,RAG Explained For Beginners; RAG Crash Course for Beginners; Don't learn AI Agents without Learning these Fundamentals,Developer / AI / SEO audience inferred from video topics,Unknown,449.2K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"RAG 数据增强 guide, AI agent tutorial, LangChain tutorial, RAG tutorial, AI tools for developers",https://www.youtube.com/channel/UCSWj8mqQCcrcBlXPi4ThRDQ,"RAG 数据增强 guide, AI agent tutorial, LangChain tutorial, RAG tutorial, AI tools for developers",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
26,YouTube Creator,YouTube,Metics Media,https://www.youtube.com/channel/UCuwpzP90g1LuGk6JUNms_AQ,SEO 关键词研究：分步教程; n8n AI Agent Tutorial for Beginners 2026 - Step by Step,Developer / AI / SEO audience inferred from video topics,Unknown,123.6K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"本地 SEO 数据 guide, n8n automation tutorial",https://www.youtube.com/channel/UCuwpzP90g1LuGk6JUNms_AQ,"本地 SEO 数据 guide, n8n automation tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
27,YouTube Creator,YouTube,Futurepedia and AI Agent Lab,https://www.youtube.com/channel/Futurepedia and AI Agent Lab,From Zero to Your First AI Agent in 25 Minutes (No Coding); Master 80% of n8n in 36 Minutes,Developer / AI / SEO audience inferred from video topics,Unknown,2.6M,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, n8n automation tutorial, build AI agent with search",https://www.youtube.com/channel/Futurepedia and AI Agent Lab,"AI agent tutorial, n8n automation tutorial, build AI agent with search",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
28,YouTube Creator,YouTube,AI Alfie ,https://www.youtube.com/channel/UCismEm75ASmEIXU-UpdFYnQ,AI Agents Explained: A Comprehensive Guide for Beginners,Developer / AI / SEO audience inferred from video topics,Unknown,552.1K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UCismEm75ASmEIXU-UpdFYnQ,"AI agent tutorial, build AI agent with search",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
29,YouTube Creator,YouTube,Liam Ottley,https://www.youtube.com/channel/UCui4jxDaMb53Gdh-AZUTPAg,How to Build & Sell AI Agents: Ultimate Beginner’s Guide,Developer / AI / SEO audience inferred from video topics,Unknown,2.6M,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UCui4jxDaMb53Gdh-AZUTPAg,"AI agent tutorial, build AI agent with search",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
30,YouTube Creator,YouTube,Futurepedia,https://www.youtube.com/channel/UC_RovKmk0OCbuZjA8f08opw,You’re Not Behind (Yet): How to Build AI Agents in 2026 (no coding),Developer / AI / SEO audience inferred from video topics,Unknown,225.5K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UC_RovKmk0OCbuZjA8f08opw,"AI agent tutorial, build AI agent with search",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
31,YouTube Creator,YouTube,Teacher's Tech,https://www.youtube.com/channel/UCO66zvpQorlNfs_7hFCfmaw,Claude Code: Build Your First AI Agent,Developer / AI / SEO audience inferred from video topics,Unknown,190.5K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UCO66zvpQorlNfs_7hFCfmaw,"AI agent tutorial, build AI agent with search",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
32,YouTube Creator,YouTube,codebasics,https://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ,LangChain Crash Course For Beginners | LangChain Tutorial; LangChain vs LangGraph vs LangSmith; RAG Explained | All about RAG - Retrieval Augmented Generation,Developer / AI / SEO audience inferred from video topics,Unknown,288.4K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,"LangChain tutorial, RAG tutorial",https://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ,"LangChain tutorial, RAG tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
33,YouTube Creator,YouTube,LangChain,https://www.youtube.com/channel/UCC-lyoTfSrcJzA1ab3APAgw,Building Effective Agents with LangGraph,Developer / AI / SEO audience inferred from video topics,Unknown,222.5K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,LangChain tutorial,https://www.youtube.com/channel/UCC-lyoTfSrcJzA1ab3APAgw,LangChain tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
34,YouTube Creator,YouTube,aiwithbrandon,https://www.youtube.com/channel/UCEzrs7gK6Nf6t_tadEprzxQ,"LangChain Master Class For Beginners 2024 [+20 Examples, LangChain V0.2]",Developer / AI / SEO audience inferred from video topics,Unknown,718.2K,Unknown,75,Medium,new,Unknown,ytdlp,ytdlp,LangChain tutorial,https://www.youtube.com/channel/UCEzrs7gK6Nf6t_tadEprzxQ,LangChain tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
