rank,channel_type,platform,name,url,topic,audience,subscribers_or_followers,avg_views,recent_activity,fit_score,priority,review_status,review_notes,source_provider,source_providers,source_keyword,source_url,discovery_query,confidence,contact_email,contact_page,sponsor_page,media_kit_url,score_reason,recommended_collaboration,missing_fields,notes
11,YouTube Creator,YouTube,KodeKloud,https://www.youtube.com/channel/UCSWj8mqQCcrcBlXPi4ThRDQ,MCP Tutorial: Build Your First MCP Server and Client from Scratch (Free Labs); AI Agents for Beginners – Part 1 (Free Labs); Don't learn AI Agents without Learning these Fundamentals,Developer / AI / SEO audience inferred from video topics,Unknown,298K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"serper tutorial, serper sponsored tutorial, AI agent tutorial, LangChain tutorial, RAG tutorial",https://www.youtube.com/channel/UCSWj8mqQCcrcBlXPi4ThRDQ,"serper tutorial, serper sponsored tutorial, AI agent tutorial, LangChain tutorial, RAG tutorial",medium,Unknown,https://www.youtube.com/channel/UCSWj8mqQCcrcBlXPi4ThRDQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
12,YouTube Creator,YouTube,codebasics,https://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ,MCP Tutorial: Build Your First MCP Server; LangChain Crash Course For Beginners | LangChain Tutorial; LangChain vs LangGraph vs LangSmith,Developer / AI / SEO audience inferred from video topics,Unknown,271.6K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"serper tutorial, LangChain tutorial, RAG tutorial",https://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ,"serper tutorial, LangChain tutorial, RAG tutorial",medium,Unknown,https://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
13,YouTube Creator,YouTube,Metics Media,https://www.youtube.com/channel/UCuwpzP90g1LuGk6JUNms_AQ,OpenClaw Tutorial for Beginners: How to Use & Set up OpenClaw (ClawdBot); n8n AI Agent Tutorial for Beginners 2026 - Step by Step,Developer / AI / SEO audience inferred from video topics,Unknown,136.8K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"serper review tutorial, AI agent tutorial, n8n automation tutorial",https://www.youtube.com/channel/UCuwpzP90g1LuGk6JUNms_AQ,"serper review tutorial, AI agent tutorial, n8n automation tutorial",medium,Unknown,https://www.youtube.com/channel/UCuwpzP90g1LuGk6JUNms_AQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
14,YouTube Creator,YouTube,Nate Herk | AI Automation,https://www.youtube.com/channel/UC2ojq-nuP8ceeHqiroeKhBA,Stop Learning n8n in 2026...Learn THIS Instead; Hermes Agent: Zero to Personal AI Assistant (1 Hour Course); From Zero to RAG Agent: Full Beginner's Course (no code),Developer / AI / SEO audience inferred from video topics,Unknown,429K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"serper review guide, serper sponsor guide, RAG tutorial, n8n automation tutorial, build AI agent with search",https://www.youtube.com/channel/UC2ojq-nuP8ceeHqiroeKhBA,"serper review guide, serper sponsor guide, RAG tutorial, n8n automation tutorial, build AI agent with search",medium,Unknown,https://www.youtube.com/channel/UC2ojq-nuP8ceeHqiroeKhBA,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
15,YouTube Creator,YouTube,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,Learn Supabase (Firebase Alternative) – Full Tutorial for Beginners; Learn RAG From Scratch – Python AI Tutorial from a LangChain Engineer; LangGraph Complete Course for Beginners – Complex AI Agents with Python,Developer / AI / SEO audience inferred from video topics,Unknown,1.1M,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"serper alternative tutorial, LangChain tutorial, RAG tutorial, Python web scraping, Google Search API tutorial, n8n automation tutorial, web scraping API",https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,"serper alternative tutorial, LangChain tutorial, RAG tutorial, Python web scraping, Google Search API tutorial, n8n automation tutorial, web scraping API",medium,Unknown,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
16,YouTube Creator,YouTube,IBM Technology,https://www.youtube.com/channel/UCKWaEZ-_VweaEx1j62do_vQ,API vs. SDK: What's the difference?; SQL vs. NoSQL: What's the difference?; What is LangChain?,Developer / AI / SEO audience inferred from video topics,Unknown,747.4K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"serper comparison tutorial, serper comparison guide, LangChain tutorial, RAG tutorial, AI tools for developers",https://www.youtube.com/channel/UCKWaEZ-_VweaEx1j62do_vQ,"serper comparison tutorial, serper comparison guide, LangChain tutorial, RAG tutorial, AI tools for developers",medium,Unknown,https://www.youtube.com/channel/UCKWaEZ-_VweaEx1j62do_vQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Discovered from competitor-related query.
17,YouTube Creator,YouTube,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,"AI Agents, Clearly Explained; The AI Agent Tutorial That Should've Been Your First (no code)",Developer / AI / SEO audience inferred from video topics,Unknown,3M,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,"AI agent tutorial, build AI agent with search",medium,Unknown,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
18,YouTube Creator,YouTube,Futurepedia and AI Agent Lab,https://www.youtube.com/results?search_query=Futurepedia+and+AI+Agent+Lab,From Zero to Your First AI Agent in 25 Minutes (No Coding); Master 80% of n8n in 36 Minutes,Developer / AI / SEO audience inferred from video topics,Unknown,2.6M,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, n8n automation tutorial, build AI agent with search, AI tools for developers",https://www.youtube.com/results?search_query=Futurepedia+and+AI+Agent+Lab,"AI agent tutorial, n8n automation tutorial, build AI agent with search",medium,Unknown,https://www.youtube.com/results?search_query=Futurepedia+and+AI+Agent+Lab,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
19,YouTube Creator,YouTube,AI Alfie ,https://www.youtube.com/channel/UCismEm75ASmEIXU-UpdFYnQ,AI Agents Explained: A Comprehensive Guide for Beginners,Developer / AI / SEO audience inferred from video topics,Unknown,553K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UCismEm75ASmEIXU-UpdFYnQ,"AI agent tutorial, build AI agent with search",medium,Unknown,https://www.youtube.com/channel/UCismEm75ASmEIXU-UpdFYnQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
20,YouTube Creator,YouTube,Liam Ottley,https://www.youtube.com/channel/UCui4jxDaMb53Gdh-AZUTPAg,How to Build & Sell AI Agents: Ultimate Beginner’s Guide,Developer / AI / SEO audience inferred from video topics,Unknown,2.7M,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UCui4jxDaMb53Gdh-AZUTPAg,"AI agent tutorial, build AI agent with search",medium,Unknown,https://www.youtube.com/channel/UCui4jxDaMb53Gdh-AZUTPAg,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
21,YouTube Creator,YouTube,Greg Isenberg,https://www.youtube.com/channel/UCPjNBjflYl0-HQtUvOx0Ibw,Building AI Agents that actually work (Full Course); How Claude Code Ranked Me FIRST on Google (It's OVER for SEO Agencies),Developer / AI / SEO audience inferred from video topics,Unknown,341.5K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, SEO automation, build AI agent with search",https://www.youtube.com/channel/UCPjNBjflYl0-HQtUvOx0Ibw,"AI agent tutorial, SEO automation, build AI agent with search",medium,Unknown,https://www.youtube.com/channel/UCPjNBjflYl0-HQtUvOx0Ibw,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
22,YouTube Creator,YouTube,Kevin Stratvert,https://www.youtube.com/channel/UCfJT_eYDTmDE-ovKaxVE1ig,Make your Own Agents in Copilot | Complete Tutorial; How to Create AI Agents in Microsoft SharePoint & Teams,Developer / AI / SEO audience inferred from video topics,Unknown,157.9K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UCfJT_eYDTmDE-ovKaxVE1ig,"AI agent tutorial, build AI agent with search",medium,Unknown,https://www.youtube.com/channel/UCfJT_eYDTmDE-ovKaxVE1ig,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
23,YouTube Creator,YouTube,Futurepedia,https://www.youtube.com/channel/UC_RovKmk0OCbuZjA8f08opw,You’re Not Behind (Yet): How to Build AI Agents in 2026 (no coding),Developer / AI / SEO audience inferred from video topics,Unknown,229.4K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"AI agent tutorial, build AI agent with search",https://www.youtube.com/channel/UC_RovKmk0OCbuZjA8f08opw,"AI agent tutorial, build AI agent with search",medium,Unknown,https://www.youtube.com/channel/UC_RovKmk0OCbuZjA8f08opw,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
24,YouTube Creator,YouTube,aiwithbrandon,https://www.youtube.com/channel/UCEzrs7gK6Nf6t_tadEprzxQ,"LangChain Master Class For Beginners 2024 [+20 Examples, LangChain V0.2]",Developer / AI / SEO audience inferred from video topics,Unknown,718.6K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,LangChain tutorial,https://www.youtube.com/channel/UCEzrs7gK6Nf6t_tadEprzxQ,LangChain tutorial,medium,Unknown,https://www.youtube.com/channel/UCEzrs7gK6Nf6t_tadEprzxQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
25,YouTube Creator,YouTube,LangChain,https://www.youtube.com/channel/UCC-lyoTfSrcJzA1ab3APAgw,Building Effective Agents with LangGraph,Developer / AI / SEO audience inferred from video topics,Unknown,223.6K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,LangChain tutorial,https://www.youtube.com/channel/UCC-lyoTfSrcJzA1ab3APAgw,LangChain tutorial,medium,Unknown,https://www.youtube.com/channel/UCC-lyoTfSrcJzA1ab3APAgw,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
26,YouTube Creator,YouTube,AWS Developers,https://www.youtube.com/channel/UCT-nPlVzJI-ccQXlxjSvJmw,Build a RAG pipeline in LlamaIndex (simple),Developer / AI / SEO audience inferred from video topics,Unknown,459K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,LlamaIndex tutorial,https://www.youtube.com/channel/UCT-nPlVzJI-ccQXlxjSvJmw,LlamaIndex tutorial,medium,Unknown,https://www.youtube.com/channel/UCT-nPlVzJI-ccQXlxjSvJmw,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
27,YouTube Creator,YouTube,Keerti Purswani,https://www.youtube.com/channel/UCqPw78XvJUKtGiq3TzAcwJQ,Simplest RAG Explanation with Working Code! Beginner Friendly Step-by-Step Example,Developer / AI / SEO audience inferred from video topics,Unknown,123.1K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,RAG tutorial,https://www.youtube.com/channel/UCqPw78XvJUKtGiq3TzAcwJQ,RAG tutorial,medium,Unknown,https://www.youtube.com/channel/UCqPw78XvJUKtGiq3TzAcwJQ,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,技术教程：使用 Talordata SERP API 为 LLM/RAG 工作流提供外部搜索上下文。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
28,YouTube Creator,YouTube,Jono Catliff,https://www.youtube.com/channel/UCnzxPyNnn8jk4bHFk3JUBhA,"Claude Code SEO: How I Got 50,000 Clicks Per Month (Steal This); Master n8n in 2 Hours: Complete Beginner’s Guide for 2026; n8n 8 Hour Masterclass: Build & Sell AI Agents (Automate Anything)",Developer / AI / SEO audience inferred from video topics,Unknown,269K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,"SEO automation, n8n automation tutorial",https://www.youtube.com/channel/UCnzxPyNnn8jk4bHFk3JUBhA,"SEO automation, n8n automation tutorial",medium,Unknown,https://www.youtube.com/channel/UCnzxPyNnn8jk4bHFk3JUBhA,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
29,YouTube Creator,YouTube,Teacher's Tech,https://www.youtube.com/channel/UCO66zvpQorlNfs_7hFCfmaw,Claude Code: Build Your First AI Agent,Developer / AI / SEO audience inferred from video topics,Unknown,201.9K,Unknown,80,High,new,Unknown,ytdlp,ytdlp,build AI agent with search,https://www.youtube.com/channel/UCO66zvpQorlNfs_7hFCfmaw,build AI agent with search,medium,Unknown,https://www.youtube.com/channel/UCO66zvpQorlNfs_7hFCfmaw,Unknown,Unknown,匹配 AI Agent / LLM 工作流主题；匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径。,赞助教程：展示 Talordata SERP API 如何支持 AI Agent 工作流。,"contact_email, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
30,Developer Project,GitHub,nusquama/n8nworkflows.xyz,https://n8nworkflows.xyz,N8N Workflows Catalog,Developers / open-source users inferred from GitHub repository,2.4K,Unknown,2026-05-17T21:00:33Z,79,Medium,new,Unknown,github,github,"serpapi tutorial, serpapi comparison, serpapi newsletter",https://github.com/nusquama/n8nworkflows.xyz,"serpapi tutorial stars:>20 in:name,description,readme",medium,Unknown,https://n8nworkflows.xyz,https://github.com/nusquama,Unknown,匹配开发者和数据 API 受众；匹配 SEO 和搜索数据场景；有公开联系路径；有赞助页或 media kit 信号。,工作流模板：用 Talordata SERP API 自动化一个可复用的搜索数据工作流。,"contact_email, media_kit_url, avg_views",Unknown
