rank,channel_type,platform,name,url,topic,audience,subscribers_or_followers,avg_views,recent_activity,fit_score,priority,review_status,review_notes,source_provider,source_providers,source_keyword,source_url,discovery_query,confidence,contact_email,contact_page,sponsor_page,media_kit_url,score_reason,recommended_collaboration,missing_fields,notes
11,YouTube Creator,YouTube,Amin Foroutan,https://www.youtube.com/channel/UCW7tPXg-rWdH4YzLrcAdBIw,Google Search Console API Tutorial: How to Get Your API Key in 2025 | Beginner's Guide,Developer / AI / SEO audience inferred from video topics,Unknown,8.6K,Unknown,71,Medium,new,Unknown,ytdlp,ytdlp,Google Search API tutorial,https://www.youtube.com/channel/UCW7tPXg-rWdH4YzLrcAdBIw,Google Search API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
12,YouTube Creator,YouTube,M&M Tech,https://www.youtube.com/channel/UCI2fzyVobaS6YhiFgsnl6tQ,AI Agents | Web Search For LLMs | LangGraph & Tavily Tutorial,Developer / AI / SEO audience inferred from video topics,Unknown,5.2K,Unknown,71,Medium,new,Unknown,ytdlp,ytdlp,"AI agent web search tutorial, search API for AI agents",https://www.youtube.com/channel/UCI2fzyVobaS6YhiFgsnl6tQ,"AI agent web search tutorial, search API for AI agents",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
13,YouTube Creator,YouTube,Quorify,https://www.youtube.com/channel/UCEBSK9A8Nzda2ioG8lnV2QQ,Build a Google Search AI Agent in Under 2 Minutes! (n8n Tutorial),Developer / AI / SEO audience inferred from video topics,Unknown,10.5K,Unknown,71,Medium,new,Unknown,ytdlp,ytdlp,"AI agent web search tutorial, search API for AI agents",https://www.youtube.com/channel/UCEBSK9A8Nzda2ioG8lnV2QQ,"AI agent web search tutorial, search API for AI agents",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
14,YouTube Creator,YouTube,"Rajistics - data science, AI, and machine learning",https://www.youtube.com/channel/UCu9fxVjTz5AJO7FR1upY02w,"RAG Retrieval Deep Dive: BM25, Embeddings, and the Power of Agentic Search",Developer / AI / SEO audience inferred from video topics,Unknown,4.1K,Unknown,71,Medium,new,Unknown,ytdlp,ytdlp,RAG web search tutorial,https://www.youtube.com/channel/UCu9fxVjTz5AJO7FR1upY02w,RAG web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
15,YouTube Creator,YouTube,Greg Isenberg,https://www.youtube.com/channel/UCPjNBjflYl0-HQtUvOx0Ibw,Building AI Agents that actually work (Full Course),Developer / AI / SEO audience inferred from video topics,Unknown,368.6K,Unknown,70,Medium,new,Unknown,ytdlp,ytdlp,AI agent web search tutorial,https://www.youtube.com/channel/UCPjNBjflYl0-HQtUvOx0Ibw,AI agent web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
16,YouTube Creator,YouTube,KodeKloud,https://www.youtube.com/channel/UCSWj8mqQCcrcBlXPi4ThRDQ,RAG Explained For Beginners,Developer / AI / SEO audience inferred from video topics,Unknown,544.2K,Unknown,70,Medium,new,Unknown,ytdlp,ytdlp,RAG web search tutorial,https://www.youtube.com/channel/UCSWj8mqQCcrcBlXPi4ThRDQ,RAG web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
17,YouTube Creator,YouTube,Behind Tools,https://www.youtube.com/channel/UC8wI5qBOZsnqd9iW763egzg,How to Connect SerpApi to N8N [2026 Full Guide],Developer / AI / SEO audience inferred from video topics,Unknown,2.7K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,"SERP API tutorial, Google SERP API tutorial",https://www.youtube.com/channel/UC8wI5qBOZsnqd9iW763egzg,"SERP API tutorial, Google SERP API tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
18,YouTube Creator,YouTube,Stevesie Data,https://www.youtube.com/channel/UCArmutk8nAbYQdaYzgqKOwA,No-Code Google Scholar API Data Scraping with SerpApi,Developer / AI / SEO audience inferred from video topics,Unknown,2K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,SERP API tutorial,https://www.youtube.com/channel/UCArmutk8nAbYQdaYzgqKOwA,SERP API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
19,YouTube Creator,YouTube,HasData – Scraping APIs & No-Code Scrapers,https://www.youtube.com/channel/UCgFIKpgFRaTW3thS7yhRYCQ,"Track Google SERP Rankings With SERP API + n8n - Free Workflow Template; Google SERP API Tutorial: Extract Search Results, Ads & More (JSON Output)",Developer / AI / SEO audience inferred from video topics,Unknown,1.1K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,Google SERP API tutorial,https://www.youtube.com/channel/UCgFIKpgFRaTW3thS7yhRYCQ,Google SERP API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
20,YouTube Creator,YouTube,A thruuu SEO channel,https://www.youtube.com/channel/UCJ64gTopKYGV6dWuehNNpcw,SCRAPE Google SERP API (available with thruuu),Developer / AI / SEO audience inferred from video topics,Unknown,1.4K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,Google SERP API tutorial,https://www.youtube.com/channel/UCJ64gTopKYGV6dWuehNNpcw,Google SERP API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
21,YouTube Creator,YouTube,Vasco's SEO Tips,https://www.youtube.com/channel/UC99hX2gAnyK7asCu6Vhi0vg,Building a Full AI SEO Automation to Rank #1 on Google (new strategy); How I built an AI SEO Automation to Rank #1 on Google and ChatGPT (AI Agent + Autoblogging); How to create an AI SEO Automation to Rank #1 on Google (AI Agent + Autoblogging),Developer / AI / SEO audience inferred from video topics,Unknown,2.8K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,SEO automation tutorial,https://www.youtube.com/channel/UC99hX2gAnyK7asCu6Vhi0vg,SEO automation tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
22,YouTube Creator,YouTube,Better Search Console,https://www.youtube.com/channel/UCnTLKjYpua0lcy5xcAH1e-A,🚀 How to Use the Google Web Search Indexing API (Step-by-Step Guide),Developer / AI / SEO audience inferred from video topics,Unknown,2K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,Google Search API tutorial,https://www.youtube.com/channel/UCnTLKjYpua0lcy5xcAH1e-A,Google Search API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
23,YouTube Creator,YouTube,SOLO CODER,https://www.youtube.com/channel/UC5B7wnO1RZdvsxaEkY_hgJg,How to Get Google API Key & Custom Search Engine ID (Step-by-Step Tutorial),Developer / AI / SEO audience inferred from video topics,Unknown,3.9K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,Google Search API tutorial,https://www.youtube.com/channel/UC5B7wnO1RZdvsxaEkY_hgJg,Google Search API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,"Sponsored article: Use Talordata SERP API for search visibility, monitoring, or SEO workflows.","contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
24,YouTube Creator,YouTube,S.M.D.S,https://www.youtube.com/channel/UCfR9kSqx7hYPCc21nGfTqtw,Learn How To Build a WEB SEARCH Tool For Your AI Agents (n8n Tutorial),Developer / AI / SEO audience inferred from video topics,Unknown,1.6K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,"AI agent web search tutorial, search API for AI agents",https://www.youtube.com/channel/UCfR9kSqx7hYPCc21nGfTqtw,"AI agent web search tutorial, search API for AI agents",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
25,YouTube Creator,YouTube,Shweta Lodha,https://www.youtube.com/channel/UCQVOeT4i5nezvPG_xvIFzdQ,Knowledge Base + Web Search: Perfect AI Agent using Microsoft Foundry ⚡️,Developer / AI / SEO audience inferred from video topics,Unknown,1.2K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,AI agent web search tutorial,https://www.youtube.com/channel/UCQVOeT4i5nezvPG_xvIFzdQ,AI agent web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Sponsored tutorial: Show how Talordata SERP API supports AI agent workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
26,YouTube Creator,YouTube,Make,https://www.youtube.com/channel/UC8KWRrf8wqyowmWhXJ9DRjQ,[Demo] Bring Real-Time Web Data Into Your Workflows: Meet Make AI Web Search,Developer / AI / SEO audience inferred from video topics,Unknown,1.1K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,AI agent web search tutorial,https://www.youtube.com/channel/UC8KWRrf8wqyowmWhXJ9DRjQ,AI agent web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
27,YouTube Creator,YouTube,Saurav Prateek,https://www.youtube.com/channel/UC3xsgKw2KZMqw_8hZ9FDIZg,Building a Corrective RAG | Integrating Web Search as a fallback knowledge base | LangChain | Python,Developer / AI / SEO audience inferred from video topics,Unknown,1.2K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,RAG web search tutorial,https://www.youtube.com/channel/UC3xsgKw2KZMqw_8hZ9FDIZg,RAG web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
28,YouTube Creator,YouTube,Zubair Trabzada | AI Workshop,https://www.youtube.com/channel/UC2b2wgxm0vFjQfJJ0iRcFRw,Automate SEO Keyword Research with n8n & DataForSEO (NO CODE!); The TRUTH About Selling AI Automations to Businesses,Developer / AI / SEO audience inferred from video topics,Unknown,174.9K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,"DataForSEO tutorial, AI automation tutorial",https://www.youtube.com/channel/UC2b2wgxm0vFjQfJJ0iRcFRw,"DataForSEO tutorial, AI automation tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
29,YouTube Creator,YouTube,The AI Advantage,https://www.youtube.com/channel/UCHhYXsLBEVVnbvsq57n1MTQ,AI Automation: Complete Beginners Guide,Developer / AI / SEO audience inferred from video topics,Unknown,370.5K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,AI automation tutorial,https://www.youtube.com/channel/UCHhYXsLBEVVnbvsq57n1MTQ,AI automation tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
30,YouTube Creator,YouTube,Charlie Chang,https://www.youtube.com/channel/UCTQuKo8v0PaPCvk5aRxc_Yg,n8n Tutorial for Beginners: How to Build AI Automations for FREE (Step-by-Step),Developer / AI / SEO audience inferred from video topics,Unknown,629K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,AI automation tutorial,https://www.youtube.com/channel/UCTQuKo8v0PaPCvk5aRxc_Yg,AI automation tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
31,YouTube Creator,YouTube,Liam Ottley,https://www.youtube.com/channel/UCui4jxDaMb53Gdh-AZUTPAg,How to Build & Sell AI Automations: Ultimate Beginner’s Guide; How to Automate Any Business With AI in 3 Steps (Beginner's Guide),Developer / AI / SEO audience inferred from video topics,Unknown,411.8K,Unknown,69,Medium,new,Unknown,ytdlp,ytdlp,AI automation tutorial,https://www.youtube.com/channel/UCui4jxDaMb53Gdh-AZUTPAg,AI automation tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
32,YouTube Creator,YouTube,Leveling Up with Eric Siu,https://www.youtube.com/channel/UC3owDdLk7HL1dyQnkoBuRew,"A Complete Guide to AI SEO in 2026 (AEO, GEO, LLMO); Cursor is Automating my SEO, and It's Cheap (Full Guide)",Developer / AI / SEO audience inferred from video topics,Unknown,43.3K,Unknown,68,Medium,new,Unknown,ytdlp,ytdlp,"SEO automation tutorial, SEO tools tutorial",https://www.youtube.com/channel/UC3owDdLk7HL1dyQnkoBuRew,"SEO automation tutorial, SEO tools tutorial",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Workflow template: Automate a repeatable workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
33,YouTube Creator,YouTube,NeuralNine,https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,Automate Google Search API in Python,Developer / AI / SEO audience inferred from video topics,Unknown,56.5K,Unknown,68,Medium,new,Unknown,ytdlp,ytdlp,Google Search API tutorial,https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,Google Search API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
34,YouTube Creator,YouTube,Jie Jenn,https://www.youtube.com/channel/UCvVZ19DRSLIC2-RUOeWx8ug,Search The Web With Google Custom Search API In Python; Getting Started With Google Search API For Beginners In Python | Full Tutorial; Getting Started With Google APIs,Developer / AI / SEO audience inferred from video topics,Unknown,39.5K,Unknown,68,Medium,new,Unknown,ytdlp,ytdlp,Google Search API tutorial,https://www.youtube.com/channel/UCvVZ19DRSLIC2-RUOeWx8ug,Google Search API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
35,YouTube Creator,YouTube,Matt Williams,https://www.youtube.com/channel/UCHaF9kM2wn8C3CLRwLkC2GQ,Upgrade Your AI Using Web Search - The Ollama Course,Developer / AI / SEO audience inferred from video topics,Unknown,87.9K,Unknown,68,Medium,new,Unknown,ytdlp,ytdlp,"AI agent web search tutorial, RAG web search tutorial, search API for AI agents",https://www.youtube.com/channel/UCHaF9kM2wn8C3CLRwLkC2GQ,"AI agent web search tutorial, RAG web search tutorial, search API for AI agents",medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
36,YouTube Creator,YouTube,Gray Technical,https://www.youtube.com/channel/UC7RARH-RK6B4Mcze3x_0iZQ,How to Setup Web Search in Open WebUI with NO APIs!,Developer / AI / SEO audience inferred from video topics,Unknown,22.1K,Unknown,68,Medium,new,Unknown,ytdlp,ytdlp,RAG web search tutorial,https://www.youtube.com/channel/UC7RARH-RK6B4Mcze3x_0iZQ,RAG web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
37,YouTube Creator,YouTube,Boot dev,https://www.youtube.com/channel/UC9HOZ53gnHP3f_b-wixS74g,The End of Search Engines? RAG Explained (Full 8-Hour Course),Developer / AI / SEO audience inferred from video topics,Unknown,31.3K,Unknown,68,Medium,new,Unknown,ytdlp,ytdlp,RAG web search tutorial,https://www.youtube.com/channel/UC9HOZ53gnHP3f_b-wixS74g,RAG web search tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches AI agent / LLM workflow topics; matches developer and data API audience; matches SEO and search data use cases.,Technical tutorial: Use Talordata SERP API as external context for LLM/RAG workflows.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
38,YouTube Creator,YouTube,George W,https://www.youtube.com/channel/UCMGNAonELYbHpl_k0ovPpCg,How to Use SERP API for Job Scraping automatically!,Developer / AI / SEO audience inferred from video topics,Unknown,943,Unknown,67,Medium,new,Unknown,ytdlp,ytdlp,SERP API tutorial,https://www.youtube.com/channel/UCMGNAonELYbHpl_k0ovPpCg,SERP API tutorial,medium,Unknown,Unknown,Unknown,Unknown,matches developer and data API audience; matches SEO and search data use cases.,Sponsored coding video: Build a practical Python workflow with Talordata SERP API.,"contact_email, contact_page, sponsor_page, media_kit_url, subscribers_or_followers",Unknown
